Year,Region,Weapons type
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Firearms
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Firearms
2009,Middle East & North Africa,Firearms
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Chemical
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Firearms
2009,Middle East & North Africa,Firearms
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Firearms
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Incendiary
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Firearms
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Firearms
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Firearms
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Firearms
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Incendiary
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Melee
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Firearms
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Firearms
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Firearms
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Firearms
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Firearms
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Firearms
2009,Middle East & North Africa,Firearms
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Melee
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Firearms
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Firearms
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Unknown
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Unknown
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Firearms
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2009,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Unknown
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Unknown
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Unknown
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Unknown
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Incendiary
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Unknown
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Incendiary
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Incendiary
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Incendiary
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Incendiary
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Unknown
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Incendiary
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Unknown
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Melee
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Unknown
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Unknown
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Unknown
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Unknown
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Melee
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Firearms
2010,Middle East & North Africa,Incendiary
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
2010,Middle East & North Africa,Explosives
